Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price,Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
27/01/2015,"17 CANAL DRIVE, PROSPECT WOOD, CO LONGFORD",,Longford,43500,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"17 Clarney Hall, Rathdowney",,Laois,170000,Yes,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"17 Shanard Road, Santry",Dublin 9,Dublin,302000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"172 BLACKDITCH RD, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,197000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"18 KNOCKRANNY VILLAGE, WESTPORT, MAYO",,Mayo,295000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"18 THE LAURELS, RATHFARNHAM VILLAGE, DUBLIN 14",Dublin 14,Dublin,261578,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"19 Evergreen Court, Evergreen Road",,Cork,208000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"2 Elder Heath Woods, Kiltipper Road, Tallaght",Dublin 24,Dublin,237884,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/01/2015,"2 KILKILLOGE, MULLAGHMORE, SLIGO",,Sligo,270000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"2 King Street, Clongriffin",Dublin 13,Dublin,265312,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/01/2015,"2 LISCOOLEY COURT, CASTLEFIN",,Donegal,21666.66,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/01/2015,"2 OLD STABLES, CASTLEREDMOND, MIDLETON",,Cork,170000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"2 TOURMAKEADY RD, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,360000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"2 WESLEYAN PLACE, PASSAGE WEST, CORK",,Cork,64000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"20 Peyton Drive, Stoney Lane, Rathcoole",,Dublin,270711.89,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
27/01/2015,"21 Elm Court, Lisadell Park, Carney",,Sligo,96916,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/01/2015,"21 SEA WHARF, THE QUAY, WESTPORT",,Mayo,75000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"23 THE RISE, KINGSWOOD HEIGHTS, DUBLIN 24",Dublin 24,Dublin,250000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"232 BALLYMUN RD, BALLYMUN, DUBLIN 9",Dublin 9,Dublin,282000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"26 TUAIRIN ALAINN, KILLEAGH RD, CASTLEMARTYR",,Cork,60927,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"26 TUAIRIN ALAINN, KILLEAGH RD, CASTLEMARTYR",,Cork,126000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"27 ROCKBORO HEIGHTS, CARRIGALINE, CORK",,Cork,152000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"27 WESTGROVE, BALLINCOLLIG, CORK",,Cork,253000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"28 Rosehill, Newport, Co. Tipperary",,Tipperary,90485,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/01/2015,"28 Ryebridge Rise, Kilcock",,Kildare,211453.74,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/01/2015,"28 Traverslea Wood, Lower Glenageary Road, Co. Dublin",,Dublin,318000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/01/2015,"2, Medges Lane, Navan",,Meath,35000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"3 BEACHSIDE RISE, RIVERCHAPEL, COURTOWN",,Wexford,101000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"3 FIONN TRA, VENTRY, DINGLE",,Kerry,200000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"3 LISCOOLEY COURT, CASTLEFIN",,Donegal,21666.66,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/01/2015,"3 THE ROOKERY, SCHOLARSTOWN RD, KNOCKLYON DUBLIN 16",Dublin 16,Dublin,805000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"3 UPPER BLUEPOOL, KANTURK, CORK",,Cork,70000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"30 AN CREAG, LAHINCH, CLARE",,Clare,185000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"30 DROMNEAVANE, KENMARE, KERRY",,Kerry,67500,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"30 HOLLYVILLE HEIGHTS, WEXFORD, WEXFORD",,Wexford,125000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"30 KENNY HEIGHTS, LISTOWEL, KERRY",,Kerry,245000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"32 Charleston Maltings, Bailick Road, Midleton",,Cork,90000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/01/2015,"33 BROADFORD CRESCENT, BALLINTEER, DUBLIN 16",Dublin 16,Dublin,402500,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"36 Maigh Glas, Carrick.on.Shannon",,Leitrim,30000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/01/2015,"4 ST ALBANS, BATTERY RD, COUNTY LONGFORD",,Longford,78000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"40 LORCAN VILLAS, SANTRY, DUBLIN 9",Dublin 9,Dublin,240000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"42 JUGBACK GREEN, APPLEWOOD, SWORDS",,Dublin,167000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"42 Maigh Glas, Carrick.on.Shannon",,Leitrim,25000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/01/2015,"44 ASHFIELD, CARLOW",,Carlow,125000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"44 SPOLLANSTOWN WOOD, TULLAMORE, OFFALY",,Offaly,113000,Yes,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"45 Maigh Glas, Carrick.on.Shannon",,Leitrim,30000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/01/2015,"45 SERPENTINE AVE, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,825000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"46 SPRINGFIELDS, DOORADOYLE, LIMERICK",,Limerick,172000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"5 DE VESCI COURT, PORTLAOISE, LAOIS",,Laois,58000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"5 The Willows, Castlejane Woods, Glanmire",,Cork,227000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"52 HAMPTON GREEN, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,365000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"54 Ghort na Mara, Seafield Road, Blackrock",,Louth,105000,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/01/2015,"60 FAIRLAWN RD, FINGLAS SOUTH, DUBLIN 11",Dublin 11,Dublin,50000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"61 TAMARISK WAY, KILNAMANAGH, TALLAGHT",Dublin 24,Dublin,272000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"628 THE KINGFISHER, THE SANCTUARY, JACOBS ISLAND",,Cork,157000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"65 ROSELAWN, BOLTON WOODS, CALLAN",,Kilkenny,150000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"7 NEWCASTLE MANOR RISE, NEWCASTLE, DUBLIN",Dublin 22,Dublin,263000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"7 SANDON COVE, 36 CASTLE AVE, DUBLIN 3",Dublin 3,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"7 SAUNDERS LANE, RATHNEW, WICKLOW",,Wicklow,186000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"7 ST MARYS TCE, STRAND RD, BRAY",Dublin 14,Wicklow,170000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"7 THE COURTYARD, KILCOCK, KILDARE",,Kildare,167000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"72 MILLRACE, DUNLEEK, MEATH",,Meath,130000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"8 Beverton Heights, Donabate, Co Dublin",,Dublin,300000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/01/2015,"8 DAVIN PARK, MOUNTMELLICK, LAOIS",,Laois,61000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"8 HILL ST WEST, DUNDALK, LOUTH",,Louth,86000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"8 MARLTON HALL, MARLTON ROAD",,Wicklow,272887,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/01/2015,"8 ST BRIDGETS TERRACE, PROSPECT HILL, GALWAY",,Galway,181000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"8 The Old Station House, Trim Road, Athboy",,Meath,144000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/01/2015,"87 CURRAGH BIRIN, CASTLETROY, LIMERICK",,Limerick,136500,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"9 Alexander Court, Fenian Street, DUBLIN 2",Dublin 2,Dublin,252500,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"9 BENEAVIN PARK, GLASNEVIN, DUBLIN 11",Dublin 11,Dublin,270000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"9 Coill Rua, Greenpark West, Mullingar",,Westmeath,147000,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
27/01/2015,"9 COLLEGEWOOD, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,652000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"9 GREENLODGE, MARYBOROUGH WOODS, DOUGLAS",,Cork,151000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"9 ST BRENDANS AVE, MALAHIDE RD, DUBLIN 5",Dublin 5,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"96 HAMPTON WOOD AVE, HAMPTON WOOD, FINGLAS DUBLIN 11",Dublin 11,Dublin,100250,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"98 ASHGROVE, TRALEE, KERRY",,Kerry,115000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"98 ROEBUCK RD, CLONSKEAGH, DUBLIN 14",Dublin 14,Dublin,805000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"APARTMENT 29, THE SALTINGS, ANNAGASSAN",,Louth,95000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"AUGHA, BAGENALSTOWN, CARLOW",,Carlow,140000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"BALLINA RD, SWINFORD, MAYO",,Mayo,47000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"BALLYTEEGAN PARK, GOREY, WEXFORD",,Wexford,155000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"Chapel Street, Swinford",,Mayo,30000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"CHURCHLANDS, TINAHELY, CO WICKLOW",,Wicklow,72000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"CLOGHEEN, TOP ST, ARTHURSTOWN",,Wexford,72000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"DOWNINGS, DONEGAL, CO DONEGAL",,Donegal,73000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"DrishanePoint House, Trailspean, North Skibereen",,Cork,1340000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"DUN MHUIRE, LUCAN RD, LEIXLIP",,Kildare,400000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"ELM PARK, CLARINA, LIMERICK",,Limerick,157500,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"FOREST HILL, BALLINAHINCH, NEWTOWNMOUNTKENNEDY",,Wicklow,285000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"FOREST VIEW, BALLINAMONA, GALBALLY",,Limerick,41500,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"FRENCHPARK, CO ROSCOMMON",,Roscommon,45000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"GARRYMONA, WALSH ISLAND, GEASHILL",,Offaly,80000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"LEABEG, KILTIPPER RD, DUBLIN 24",Dublin 24,Dublin,275000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"Lismeen, Ballyjamesduff, Co. Cavan",,Cavan,185000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"MAIN ST, CLIFDEN, CO GALWAY",,Galway,30000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"MONDONEY, LOWER PEARSE RD, SLIGO",,Sligo,45500,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"N5 BALLINAGARE, CASTLEREA, CO ROSCMMON",,Roscommon,35000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"NO 4 HEATHER PARK, KENMARE, CO KERRY",,Kerry,85000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"TARA, LOWER PEARSE RD, SLIGO",,Sligo,45500,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"TERHILLION, TERMON, LETTERKENNY",,Donegal,115000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"THE ARK, GROVE ISLAND, LIMERICK",,Limerick,80000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"The Glebe, Rochfortbridge",,Westmeath,60000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"The Old Glebe House, Drumconrath",,Meath,560000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"TOWNALOUGA, CLAREMORRIS, MAYO",,Mayo,96000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"WATERVIEW, TURLOUGHMORE, GALWAY",,Galway,117000,No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"WEST END, MAIN ST, BANTEER",,Cork,102915,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"1 Ard na hAbhainn, Mountshannon",,Clare,131000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/01/2015,"1 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"10 CHESTNUT HALL, JOHNSTOWN, MEATH",,Meath,100000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"10 ELMLAWN, PORTLAOISE, LAOIS",,Laois,132000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"10 EYERIS VILLAGE, BEARA, CO CORK",,Cork,32000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"10 RUSH HALL, SHANNON RD, MOUNTRATH",,Laois,84000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"10 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,208260,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"10 THE ORCHARD, ROCKENHAM, FERRYBANK",,Waterford,135000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"10 TUBBERMORE RD, DALKEY, DUBLIN",,Dublin,1100000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"101 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,207701,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"102 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"104 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"106 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"109 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"11 COURT APTS, WILTON PLACE, DUBLIN 2",Dublin 2,Dublin,322000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"11 KEARNS PLACE, KILMAINHAM, DUBLIN 8",Dublin 8,Dublin,174000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"11 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"11 THE ORCHARD, INCHIGAGGIN LANE, CORK",,Cork,230000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"110 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"111 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"112 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"113 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"115 THE MAPLES CLONSKEAGH, DUBLIN 14, DUBLIN",Dublin 14,Dublin,659000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"116 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"117 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"118 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"119 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"12 MARLFIELD HOUSE, ST GABRIELS, CABINTEELY DUBLIN 18",Dublin 18,Dublin,450000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"12 MOREEN AVE, SANDYFORD RD, DUBLIN 18",Dublin 16,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"12 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"120 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"121 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,207701,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"122 Grande Central, Sandyford",Dublin 18,Dublin,278186,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"123 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"125 CLUAIN RI, ASHBOURNE, MEATH",,Meath,135000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"126 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,207701,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"128 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,207701,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"128 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,278745,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"129 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"129 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,278745,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"13 AYLEMERE COURT, KIlmeague  Naas",,Kildare,41000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"13 Coppinger Glade, Stillorgan",,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"13 Marlton Hall, Marlton Road, Wicklow",,Wicklow,225000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/01/2015,"13 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"13 STRAFFAN AVE, STRAFFANWOOD, MAYNOOTH",,Kildare,125000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"130 Carrig Midhe, Corbally",,Limerick,85000,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
28/01/2015,"130 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"131 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"132 Costa na Mara, Oranmore",,Galway,170000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"132 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"133 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"133 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"134 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,207701,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"134 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"135 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"136 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"137 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"137 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"138 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"139 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,207701,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"139 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"14 BERNADETTE PLACE, THE FAYTHE, WEXFORD",,Wexford,90000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"14 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"14 OAKFIELD, FATHER RUSSELL RD, RAHEEN",,Limerick,186000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"14 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,278745,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"140 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,207701,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"140 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"141 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,207701,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"141 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"142 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"142 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"143 Grande Central, Rockbrook, Sandyford",Dublin 18,Dublin,207701,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"143 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"144 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"147 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"147 MELLOWES ROAO, FINGLAS, DUBLIN 11",Dublin 11,Dublin,130000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"148 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"149 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"149 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"15 BELFRY CRESCENT, CITYWEST, DUBLIN 24",Dublin 24,Dublin,212000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"15 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,208260,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"150 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,208260,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"151 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"152 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,208260,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"153 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"154 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"154 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"155 Grande Central, Sandyford",Dublin 18,Dublin,251754,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"155 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,208260,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"156 Meadowgate, Knockmullen, Gorey",,Wexford,220000,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
28/01/2015,"156 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"157 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"158 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,208260,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"159 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,252313,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"16 GILFORD AVE, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,900000,No,No,Second-Hand Dwelling house /Apartment,
28/01/2015,"16 PRIORY COURT, ST RAPHAELS MANOR, CELBRIDGE",,Kildare,360000,No,No,Second-Hand Dwelling house /Apartment,
